glass_type,method,k,iteration,ari,selected_features,feature_jaccard,failed,failure_reason
铅钡,Ward,6,779,0.3433053630062021,SiO2+Al2O3+BaO+CuO+K2O,0.625,0,
铅钡,Ward,2,780,0.18330773169482847,SiO2+SO2+MgO+Al2O3+SrO+K2O+PbO+Fe2O3,0.45454545454545453,0,
铅钡,Ward,3,780,0.06749701977226949,SiO2+SO2+MgO+Al2O3+SrO+K2O+PbO+Fe2O3,0.45454545454545453,0,
铅钡,Ward,4,780,0.14436568783451467,SiO2+SO2+MgO+Al2O3+SrO+K2O+PbO+Fe2O3,0.45454545454545453,0,
铅钡,Ward,5,780,0.14834205933682373,SiO2+SO2+MgO+Al2O3+SrO+K2O+PbO+Fe2O3,0.45454545454545453,0,
铅钡,Ward,6,780,0.24953665724789598,SiO2+SO2+MgO+Al2O3+SrO+K2O+PbO+Fe2O3,0.45454545454545453,0,
铅钡,Ward,2,781,1.0,SiO2+CuO+Al2O3+PbO+BaO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,3,781,0.5944659387850183,SiO2+CuO+Al2O3+PbO+BaO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,4,781,0.42082791906441436,SiO2+CuO+Al2O3+PbO+BaO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,5,781,0.3214189858305028,SiO2+CuO+Al2O3+PbO+BaO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,6,781,0.38699186991869916,SiO2+CuO+Al2O3+PbO+BaO+Fe2O3,0.5555555555555556,0,
铅钡,Ward,2,782,0.01015228426395939,PbO+SrO+K2O+Fe2O3+Al2O3+SO2+SiO2+MgO,0.45454545454545453,0,
铅钡,Ward,3,782,0.6166392404141607,PbO+SrO+K2O+Fe2O3+Al2O3+SO2+SiO2+MgO,0.45454545454545453,0,
铅钡,Ward,4,782,0.4055750264895264,PbO+SrO+K2O+Fe2O3+Al2O3+SO2+SiO2+MgO,0.45454545454545453,0,
铅钡,Ward,5,782,0.40772402695363574,PbO+SrO+K2O+Fe2O3+Al2O3+SO2+SiO2+MgO,0.45454545454545453,0,
铅钡,Ward,6,782,0.4835080252643017,PbO+SrO+K2O+Fe2O3+Al2O3+SO2+SiO2+MgO,0.45454545454545453,0,
铅钡,Ward,2,783,0.7154856264048267,PbO+Fe2O3+CuO+SiO2+BaO+K2O,0.5555555555555556,0,
铅钡,Ward,3,783,0.4907797999276847,PbO+Fe2O3+CuO+SiO2+BaO+K2O,0.5555555555555556,0,
铅钡,Ward,4,783,0.4350374350522169,PbO+Fe2O3+CuO+SiO2+BaO+K2O,0.5555555555555556,0,
铅钡,Ward,5,783,0.40589998730555527,PbO+Fe2O3+CuO+SiO2+BaO+K2O,0.5555555555555556,0,
铅钡,Ward,6,783,0.34382836444692116,PbO+Fe2O3+CuO+SiO2+BaO+K2O,0.5555555555555556,0,
铅钡,Ward,2,784,-0.09692773691042839,K2O+PbO+SrO+SiO2+Na2O+Al2O3+Fe2O3+BaO,0.6,0,
铅钡,Ward,3,784,0.4698855151816824,K2O+PbO+SrO+SiO2+Na2O+Al2O3+Fe2O3+BaO,0.6,0,
铅钡,Ward,4,784,0.4061762813639288,K2O+PbO+SrO+SiO2+Na2O+Al2O3+Fe2O3+BaO,0.6,0,
铅钡,Ward,5,784,0.2827508062407391,K2O+PbO+SrO+SiO2+Na2O+Al2O3+Fe2O3+BaO,0.6,0,
铅钡,Ward,6,784,0.23540655785913836,K2O+PbO+SrO+SiO2+Na2O+Al2O3+Fe2O3+BaO,0.6,0,
铅钡,Ward,2,785,0.09747221013489457,PbO+Fe2O3+BaO+SiO2+Na2O+CuO+K2O,0.5,0,
铅钡,Ward,3,785,0.14988998334327253,PbO+Fe2O3+BaO+SiO2+Na2O+CuO+K2O,0.5,0,
铅钡,Ward,4,785,0.18785620341955284,PbO+Fe2O3+BaO+SiO2+Na2O+CuO+K2O,0.5,0,
铅钡,Ward,5,785,0.15111451489378855,PbO+Fe2O3+BaO+SiO2+Na2O+CuO+K2O,0.5,0,
铅钡,Ward,6,785,0.19101421131609145,PbO+Fe2O3+BaO+SiO2+Na2O+CuO+K2O,0.5,0,
铅钡,Ward,2,786,0.7118878698736806,SiO2+MgO+CuO+BaO+Al2O3+PbO+Fe2O3+K2O,0.6,0,
铅钡,Ward,3,786,0.5325077183616863,SiO2+MgO+CuO+BaO+Al2O3+PbO+Fe2O3+K2O,0.6,0,
铅钡,Ward,4,786,0.2984020461318253,SiO2+MgO+CuO+BaO+Al2O3+PbO+Fe2O3+K2O,0.6,0,
铅钡,Ward,5,786,0.22854303086997194,SiO2+MgO+CuO+BaO+Al2O3+PbO+Fe2O3+K2O,0.6,0,
铅钡,Ward,6,786,0.2730622535393367,SiO2+MgO+CuO+BaO+Al2O3+PbO+Fe2O3+K2O,0.6,0,
铅钡,Ward,2,787,1.0,SiO2+Na2O+CuO+Al2O3+PbO+MgO+SrO,0.36363636363636365,0,
铅钡,Ward,3,787,0.6604266434479756,SiO2+Na2O+CuO+Al2O3+PbO+MgO+SrO,0.36363636363636365,0,
铅钡,Ward,4,787,0.46799580272822666,SiO2+Na2O+CuO+Al2O3+PbO+MgO+SrO,0.36363636363636365,0,
铅钡,Ward,5,787,0.3736577021761855,SiO2+Na2O+CuO+Al2O3+PbO+MgO+SrO,0.36363636363636365,0,
铅钡,Ward,6,787,0.41351654184112757,SiO2+Na2O+CuO+Al2O3+PbO+MgO+SrO,0.36363636363636365,0,
铅钡,Ward,2,788,0.8051166735704283,Al2O3+SrO+CaO+SiO2+CuO+BaO+K2O,0.875,0,
铅钡,Ward,3,788,0.545274838675092,Al2O3+SrO+CaO+SiO2+CuO+BaO+K2O,0.875,0,
铅钡,Ward,4,788,0.3109924478151187,Al2O3+SrO+CaO+SiO2+CuO+BaO+K2O,0.875,0,
铅钡,Ward,5,788,0.32719298245614037,Al2O3+SrO+CaO+SiO2+CuO+BaO+K2O,0.875,0,
铅钡,Ward,6,788,0.4382716049382716,Al2O3+SrO+CaO+SiO2+CuO+BaO+K2O,0.875,0,
铅钡,Ward,2,789,0.28661342984146965,Al2O3+PbO+SrO+SiO2+CaO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,3,789,0.2154283089003049,Al2O3+PbO+SrO+SiO2+CaO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,4,789,0.41286386057509233,Al2O3+PbO+SrO+SiO2+CaO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,5,789,0.46964396574660766,Al2O3+PbO+SrO+SiO2+CaO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,6,789,0.5487477832086163,Al2O3+PbO+SrO+SiO2+CaO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,2,790,0.5517241379310345,BaO+K2O+Al2O3+Na2O+SiO2+Fe2O3,0.5555555555555556,0,
铅钡,Ward,3,790,0.3693063853226558,BaO+K2O+Al2O3+Na2O+SiO2+Fe2O3,0.5555555555555556,0,
铅钡,Ward,4,790,0.3703038608761401,BaO+K2O+Al2O3+Na2O+SiO2+Fe2O3,0.5555555555555556,0,
铅钡,Ward,5,790,0.3307742665000298,BaO+K2O+Al2O3+Na2O+SiO2+Fe2O3,0.5555555555555556,0,
铅钡,Ward,6,790,0.36802850198115405,BaO+K2O+Al2O3+Na2O+SiO2+Fe2O3,0.5555555555555556,0,
铅钡,Ward,2,791,0.038423606453903504,Al2O3+SiO2+Fe2O3+PbO+SrO+K2O,0.5555555555555556,0,
铅钡,Ward,3,791,0.028586553732133403,Al2O3+SiO2+Fe2O3+PbO+SrO+K2O,0.5555555555555556,0,
铅钡,Ward,4,791,0.1277314307441122,Al2O3+SiO2+Fe2O3+PbO+SrO+K2O,0.5555555555555556,0,
铅钡,Ward,5,791,0.331331592689295,Al2O3+SiO2+Fe2O3+PbO+SrO+K2O,0.5555555555555556,0,
铅钡,Ward,6,791,0.4329379275717065,Al2O3+SiO2+Fe2O3+PbO+SrO+K2O,0.5555555555555556,0,
铅钡,Ward,2,792,0.47638603696098564,SiO2+PbO+Al2O3+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,3,792,0.31933573090755235,SiO2+PbO+Al2O3+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,4,792,0.5165407467175237,SiO2+PbO+Al2O3+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,5,792,0.6368479862674289,SiO2+PbO+Al2O3+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,6,792,0.7012978268554211,SiO2+PbO+Al2O3+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,2,793,0.0249609984399376,CuO+Al2O3+Fe2O3+PbO+SiO2+SrO+K2O,0.6666666666666666,0,
铅钡,Ward,3,793,0.5715070499908441,CuO+Al2O3+Fe2O3+PbO+SiO2+SrO+K2O,0.6666666666666666,0,
铅钡,Ward,4,793,0.3454211727353904,CuO+Al2O3+Fe2O3+PbO+SiO2+SrO+K2O,0.6666666666666666,0,
铅钡,Ward,5,793,0.4129780354554577,CuO+Al2O3+Fe2O3+PbO+SiO2+SrO+K2O,0.6666666666666666,0,
铅钡,Ward,6,793,0.34426749571727683,CuO+Al2O3+Fe2O3+PbO+SiO2+SrO+K2O,0.6666666666666666,0,
铅钡,Ward,2,794,0.4646606018194542,SiO2+CaO+Fe2O3+K2O+Al2O3+CuO+BaO+SrO,1.0,0,
铅钡,Ward,3,794,0.3885044391812324,SiO2+CaO+Fe2O3+K2O+Al2O3+CuO+BaO+SrO,1.0,0,
铅钡,Ward,4,794,0.4564358649474547,SiO2+CaO+Fe2O3+K2O+Al2O3+CuO+BaO+SrO,1.0,0,
铅钡,Ward,5,794,0.5620661494487545,SiO2+CaO+Fe2O3+K2O+Al2O3+CuO+BaO+SrO,1.0,0,
铅钡,Ward,6,794,0.5638153705487615,SiO2+CaO+Fe2O3+K2O+Al2O3+CuO+BaO+SrO,1.0,0,
铅钡,Ward,2,795,1.0,CuO+K2O+SiO2+SrO+Al2O3+BaO+Fe2O3,0.875,0,
铅钡,Ward,3,795,0.6813596402382206,CuO+K2O+SiO2+SrO+Al2O3+BaO+Fe2O3,0.875,0,
铅钡,Ward,4,795,0.48569625578460246,CuO+K2O+SiO2+SrO+Al2O3+BaO+Fe2O3,0.875,0,
铅钡,Ward,5,795,0.4639330932744802,CuO+K2O+SiO2+SrO+Al2O3+BaO+Fe2O3,0.875,0,
铅钡,Ward,6,795,0.5594943307702333,CuO+K2O+SiO2+SrO+Al2O3+BaO+Fe2O3,0.875,0,
铅钡,Ward,2,796,0.715395842373082,PbO+SrO+SiO2+Fe2O3+CuO+Al2O3+BaO,0.6666666666666666,0,
铅钡,Ward,3,796,0.5974353375548366,PbO+SrO+SiO2+Fe2O3+CuO+Al2O3+BaO,0.6666666666666666,0,
铅钡,Ward,4,796,0.31490305439054916,PbO+SrO+SiO2+Fe2O3+CuO+Al2O3+BaO,0.6666666666666666,0,
铅钡,Ward,5,796,0.2790919331080496,PbO+SrO+SiO2+Fe2O3+CuO+Al2O3+BaO,0.6666666666666666,0,
铅钡,Ward,6,796,0.3377825063674759,PbO+SrO+SiO2+Fe2O3+CuO+Al2O3+BaO,0.6666666666666666,0,
铅钡,Ward,2,797,0.0249609984399376,PbO+SiO2+SrO+CuO+Al2O3+K2O,0.5555555555555556,0,
铅钡,Ward,3,797,0.5651537641377292,PbO+SiO2+SrO+CuO+Al2O3+K2O,0.5555555555555556,0,
铅钡,Ward,4,797,0.5751598387786054,PbO+SiO2+SrO+CuO+Al2O3+K2O,0.5555555555555556,0,
铅钡,Ward,5,797,0.42188915424524415,PbO+SiO2+SrO+CuO+Al2O3+K2O,0.5555555555555556,0,
铅钡,Ward,6,797,0.3583229290671003,PbO+SiO2+SrO+CuO+Al2O3+K2O,0.5555555555555556,0,
铅钡,Ward,2,798,0.5515474078454563,BaO+SiO2+Al2O3+SrO+Fe2O3+K2O+CuO,0.875,0,
铅钡,Ward,3,798,0.3378300403907758,BaO+SiO2+Al2O3+SrO+Fe2O3+K2O+CuO,0.875,0,
铅钡,Ward,4,798,0.2860054493574478,BaO+SiO2+Al2O3+SrO+Fe2O3+K2O+CuO,0.875,0,
铅钡,Ward,5,798,0.3427715200992043,BaO+SiO2+Al2O3+SrO+Fe2O3+K2O+CuO,0.875,0,
铅钡,Ward,6,798,0.36296528977540443,BaO+SiO2+Al2O3+SrO+Fe2O3+K2O+CuO,0.875,0,
铅钡,Ward,2,799,0.3434343434343434,CaO+SiO2+SO2+Al2O3+SrO+CuO+BaO+K2O+Fe2O3,0.8888888888888888,0,
铅钡,Ward,3,799,0.3403672680412371,CaO+SiO2+SO2+Al2O3+SrO+CuO+BaO+K2O+Fe2O3,0.8888888888888888,0,
铅钡,Ward,4,799,0.46357939285423616,CaO+SiO2+SO2+Al2O3+SrO+CuO+BaO+K2O+Fe2O3,0.8888888888888888,0,
铅钡,Ward,5,799,0.44640234948604995,CaO+SiO2+SO2+Al2O3+SrO+CuO+BaO+K2O+Fe2O3,0.8888888888888888,0,
铅钡,Ward,6,799,0.5745377188676157,CaO+SiO2+SO2+Al2O3+SrO+CuO+BaO+K2O+Fe2O3,0.8888888888888888,0,
铅钡,Ward,2,800,1.0,Al2O3+K2O+CuO+SrO+SiO2+Fe2O3+BaO+Na2O,0.7777777777777778,0,
铅钡,Ward,3,800,0.8787554073897687,Al2O3+K2O+CuO+SrO+SiO2+Fe2O3+BaO+Na2O,0.7777777777777778,0,
铅钡,Ward,4,800,0.36507936507936506,Al2O3+K2O+CuO+SrO+SiO2+Fe2O3+BaO+Na2O,0.7777777777777778,0,
铅钡,Ward,5,800,0.3522509280251127,Al2O3+K2O+CuO+SrO+SiO2+Fe2O3+BaO+Na2O,0.7777777777777778,0,
铅钡,Ward,6,800,0.359723350187315,Al2O3+K2O+CuO+SrO+SiO2+Fe2O3+BaO+Na2O,0.7777777777777778,0,
铅钡,Ward,2,801,0.8033126293995859,SiO2+CuO+SrO+Al2O3+Fe2O3+PbO+BaO+K2O,0.7777777777777778,0,
铅钡,Ward,3,801,0.6033752954757847,SiO2+CuO+SrO+Al2O3+Fe2O3+PbO+BaO+K2O,0.7777777777777778,0,
铅钡,Ward,4,801,0.46807526931434645,SiO2+CuO+SrO+Al2O3+Fe2O3+PbO+BaO+K2O,0.7777777777777778,0,
铅钡,Ward,5,801,0.3808248802842284,SiO2+CuO+SrO+Al2O3+Fe2O3+PbO+BaO+K2O,0.7777777777777778,0,
铅钡,Ward,6,801,0.3974906478630781,SiO2+CuO+SrO+Al2O3+Fe2O3+PbO+BaO+K2O,0.7777777777777778,0,
铅钡,Ward,2,802,1.0,CaO+SiO2+CuO+Fe2O3+Al2O3+SrO+K2O+BaO,1.0,0,
铅钡,Ward,3,802,0.6526011053601193,CaO+SiO2+CuO+Fe2O3+Al2O3+SrO+K2O+BaO,1.0,0,
铅钡,Ward,4,802,0.6155631906397995,CaO+SiO2+CuO+Fe2O3+Al2O3+SrO+K2O+BaO,1.0,0,
铅钡,Ward,5,802,0.7372210223182145,CaO+SiO2+CuO+Fe2O3+Al2O3+SrO+K2O+BaO,1.0,0,
铅钡,Ward,6,802,0.8605966075258334,CaO+SiO2+CuO+Fe2O3+Al2O3+SrO+K2O+BaO,1.0,0,
铅钡,Ward,2,803,0.8050820707070707,SiO2+MgO+Al2O3+SrO+CuO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,3,803,0.4716019943637546,SiO2+MgO+Al2O3+SrO+CuO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,4,803,0.3637702503681885,SiO2+MgO+Al2O3+SrO+CuO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,5,803,0.2915398660986001,SiO2+MgO+Al2O3+SrO+CuO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,6,803,0.2782808487633464,SiO2+MgO+Al2O3+SrO+CuO+K2O+BaO,0.6666666666666666,0,
铅钡,Ward,2,804,0.23155737704918034,CaO+SiO2+MgO+BaO+Al2O3+Fe2O3+PbO+K2O,0.6,0,
铅钡,Ward,3,804,0.17916411010116864,CaO+SiO2+MgO+BaO+Al2O3+Fe2O3+PbO+K2O,0.6,0,
铅钡,Ward,4,804,0.4053811659192825,CaO+SiO2+MgO+BaO+Al2O3+Fe2O3+PbO+K2O,0.6,0,
铅钡,Ward,5,804,0.4204218600191755,CaO+SiO2+MgO+BaO+Al2O3+Fe2O3+PbO+K2O,0.6,0,
铅钡,Ward,6,804,0.4397844276217837,CaO+SiO2+MgO+BaO+Al2O3+Fe2O3+PbO+K2O,0.6,0,
铅钡,Ward,2,805,0.2843613117082988,SiO2+BaO+PbO+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,3,805,0.45051166929579745,SiO2+BaO+PbO+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,4,805,0.4204011889206381,SiO2+BaO+PbO+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,5,805,0.3210925519127948,SiO2+BaO+PbO+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,6,805,0.36280516542558205,SiO2+BaO+PbO+SrO+K2O,0.4444444444444444,0,
铅钡,Ward,2,806,0.899996055071206,Al2O3+SrO+Fe2O3+MgO+SiO2+BaO+CuO,0.6666666666666666,0,
铅钡,Ward,3,806,0.7202392037577338,Al2O3+SrO+Fe2O3+MgO+SiO2+BaO+CuO,0.6666666666666666,0,
铅钡,Ward,4,806,0.6779883655470069,Al2O3+SrO+Fe2O3+MgO+SiO2+BaO+CuO,0.6666666666666666,0,
铅钡,Ward,5,806,0.4159277489110285,Al2O3+SrO+Fe2O3+MgO+SiO2+BaO+CuO,0.6666666666666666,0,
铅钡,Ward,6,806,0.39145259629554713,Al2O3+SrO+Fe2O3+MgO+SiO2+BaO+CuO,0.6666666666666666,0,
铅钡,Ward,2,807,-0.04513064133016627,PbO+SrO+Fe2O3+CaO+BaO+SiO2+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,3,807,0.20802262792491644,PbO+SrO+Fe2O3+CaO+BaO+SiO2+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,4,807,0.20841347137537342,PbO+SrO+Fe2O3+CaO+BaO+SiO2+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,5,807,0.3366686871793944,PbO+SrO+Fe2O3+CaO+BaO+SiO2+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,6,807,0.369728801575678,PbO+SrO+Fe2O3+CaO+BaO+SiO2+CuO+K2O,0.7777777777777778,0,
铅钡,Ward,2,808,0.8891609461763805,K2O+Fe2O3+CuO+BaO+Al2O3+PbO+SiO2+MgO,0.6,0,
铅钡,Ward,3,808,0.4601031374247136,K2O+Fe2O3+CuO+BaO+Al2O3+PbO+SiO2+MgO,0.6,0,
铅钡,Ward,4,808,0.29439516313724295,K2O+Fe2O3+CuO+BaO+Al2O3+PbO+SiO2+MgO,0.6,0,
铅钡,Ward,5,808,0.36269380000965984,K2O+Fe2O3+CuO+BaO+Al2O3+PbO+SiO2+MgO,0.6,0,
铅钡,Ward,6,808,0.41143242559649273,K2O+Fe2O3+CuO+BaO+Al2O3+PbO+SiO2+MgO,0.6,0,
铅钡,Ward,2,809,0.10392364793213149,PbO+SrO+MgO+CuO+BaO+SiO2+Na2O+Fe2O3+K2O,0.5454545454545454,0,
铅钡,Ward,3,809,0.6604688763136621,PbO+SrO+MgO+CuO+BaO+SiO2+Na2O+Fe2O3+K2O,0.5454545454545454,0,
铅钡,Ward,4,809,0.4241278859811734,PbO+SrO+MgO+CuO+BaO+SiO2+Na2O+Fe2O3+K2O,0.5454545454545454,0,
铅钡,Ward,5,809,0.3172931472443417,PbO+SrO+MgO+CuO+BaO+SiO2+Na2O+Fe2O3+K2O,0.5454545454545454,0,
铅钡,Ward,6,809,0.3283582089552239,PbO+SrO+MgO+CuO+BaO+SiO2+Na2O+Fe2O3+K2O,0.5454545454545454,0,
铅钡,Ward,2,810,1.0,Al2O3+Fe2O3+CuO+CaO+SiO2+K2O,0.75,0,
铅钡,Ward,3,810,0.7678618534526491,Al2O3+Fe2O3+CuO+CaO+SiO2+K2O,0.75,0,
铅钡,Ward,4,810,0.636518970137082,Al2O3+Fe2O3+CuO+CaO+SiO2+K2O,0.75,0,
铅钡,Ward,5,810,0.6422402435811108,Al2O3+Fe2O3+CuO+CaO+SiO2+K2O,0.75,0,
铅钡,Ward,6,810,0.8357576999248788,Al2O3+Fe2O3+CuO+CaO+SiO2+K2O,0.75,0,
铅钡,Ward,2,811,-0.062111801242236024,SiO2+SrO+CuO+BaO+Al2O3+Fe2O3+K2O,0.875,0,
铅钡,Ward,3,811,0.747417846710158,SiO2+SrO+CuO+BaO+Al2O3+Fe2O3+K2O,0.875,0,
铅钡,Ward,4,811,0.40498107804029865,SiO2+SrO+CuO+BaO+Al2O3+Fe2O3+K2O,0.875,0,
铅钡,Ward,5,811,0.2684766214177979,SiO2+SrO+CuO+BaO+Al2O3+Fe2O3+K2O,0.875,0,
铅钡,Ward,6,811,0.3199576215070852,SiO2+SrO+CuO+BaO+Al2O3+Fe2O3+K2O,0.875,0,
铅钡,Ward,2,812,0.18285714285714286,BaO+SiO2+CaO+Al2O3+Fe2O3+K2O,0.75,0,
铅钡,Ward,3,812,0.11983396135168356,BaO+SiO2+CaO+Al2O3+Fe2O3+K2O,0.75,0,
铅钡,Ward,4,812,0.05351185646019295,BaO+SiO2+CaO+Al2O3+Fe2O3+K2O,0.75,0,
铅钡,Ward,5,812,0.29085422469823585,BaO+SiO2+CaO+Al2O3+Fe2O3+K2O,0.75,0,
铅钡,Ward,6,812,0.33858062271699424,BaO+SiO2+CaO+Al2O3+Fe2O3+K2O,0.75,0,
铅钡,Ward,2,813,0.5514413028904925,SiO2+CaO+Al2O3+PbO+SrO+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,3,813,0.4484453628630862,SiO2+CaO+Al2O3+PbO+SrO+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,4,813,0.44269165000842947,SiO2+CaO+Al2O3+PbO+SrO+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,5,813,0.36543741737466373,SiO2+CaO+Al2O3+PbO+SrO+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,6,813,0.3614374568071873,SiO2+CaO+Al2O3+PbO+SrO+CuO+K2O,0.6666666666666666,0,
铅钡,Ward,2,814,0.2843613117082988,Al2O3+SrO+K2O+CaO+SiO2+BaO+Fe2O3+MgO,0.7777777777777778,0,
铅钡,Ward,3,814,0.1316019478087152,Al2O3+SrO+K2O+CaO+SiO2+BaO+Fe2O3+MgO,0.7777777777777778,0,
铅钡,Ward,4,814,0.23828125,Al2O3+SrO+K2O+CaO+SiO2+BaO+Fe2O3+MgO,0.7777777777777778,0,
铅钡,Ward,5,814,0.3781887755102041,Al2O3+SrO+K2O+CaO+SiO2+BaO+Fe2O3+MgO,0.7777777777777778,0,
铅钡,Ward,6,814,0.31920594324686397,Al2O3+SrO+K2O+CaO+SiO2+BaO+Fe2O3+MgO,0.7777777777777778,0,
铅钡,Ward,2,815,0.2857142857142857,K2O+Fe2O3+Al2O3+SrO+BaO+SiO2+MgO+CuO,0.7777777777777778,0,
铅钡,Ward,3,815,0.20201338162175433,K2O+Fe2O3+Al2O3+SrO+BaO+SiO2+MgO+CuO,0.7777777777777778,0,
铅钡,Ward,4,815,0.2339635773112168,K2O+Fe2O3+Al2O3+SrO+BaO+SiO2+MgO+CuO,0.7777777777777778,0,
铅钡,Ward,5,815,0.2554861091990418,K2O+Fe2O3+Al2O3+SrO+BaO+SiO2+MgO+CuO,0.7777777777777778,0,
铅钡,Ward,6,815,0.368453013511462,K2O+Fe2O3+Al2O3+SrO+BaO+SiO2+MgO+CuO,0.7777777777777778,0,
铅钡,Ward,2,816,0.8050243719535058,Fe2O3+CuO+MgO+SiO2+CaO+Al2O3+BaO+SrO+K2O,0.8888888888888888,0,
铅钡,Ward,3,816,0.6002316340182512,Fe2O3+CuO+MgO+SiO2+CaO+Al2O3+BaO+SrO+K2O,0.8888888888888888,0,
铅钡,Ward,4,816,0.6328181489515546,Fe2O3+CuO+MgO+SiO2+CaO+Al2O3+BaO+SrO+K2O,0.8888888888888888,0,
铅钡,Ward,5,816,0.7254882522058095,Fe2O3+CuO+MgO+SiO2+CaO+Al2O3+BaO+SrO+K2O,0.8888888888888888,0,
铅钡,Ward,6,816,0.6973293768545994,Fe2O3+CuO+MgO+SiO2+CaO+Al2O3+BaO+SrO+K2O,0.8888888888888888,0,
铅钡,Ward,2,817,0.03576090826377626,Al2O3+BaO+Fe2O3+SrO+SiO2+MgO+K2O+PbO,0.6,0,
铅钡,Ward,3,817,0.1478341796993546,Al2O3+BaO+Fe2O3+SrO+SiO2+MgO+K2O+PbO,0.6,0,
铅钡,Ward,4,817,0.11806543385490754,Al2O3+BaO+Fe2O3+SrO+SiO2+MgO+K2O+PbO,0.6,0,
铅钡,Ward,5,817,0.264339890969424,Al2O3+BaO+Fe2O3+SrO+SiO2+MgO+K2O+PbO,0.6,0,
铅钡,Ward,6,817,0.2676514772158237,Al2O3+BaO+Fe2O3+SrO+SiO2+MgO+K2O+PbO,0.6,0,
铅钡,Ward,2,818,0.6311475409836066,BaO+SiO2+CuO+K2O+PbO+Fe2O3+SrO,0.6666666666666666,0,
铅钡,Ward,3,818,0.3510594043876458,BaO+SiO2+CuO+K2O+PbO+Fe2O3+SrO,0.6666666666666666,0,
铅钡,Ward,4,818,0.25358539765319427,BaO+SiO2+CuO+K2O+PbO+Fe2O3+SrO,0.6666666666666666,0,
铅钡,Ward,5,818,0.24033788474890072,BaO+SiO2+CuO+K2O+PbO+Fe2O3+SrO,0.6666666666666666,0,
铅钡,Ward,6,818,0.24864539434075858,BaO+SiO2+CuO+K2O+PbO+Fe2O3+SrO,0.6666666666666666,0,
铅钡,Ward,2,819,0.6308056404693817,PbO+Fe2O3+SiO2+MgO+BaO+Na2O+CuO+K2O,0.45454545454545453,0,
铅钡,Ward,3,819,0.35913491164251493,PbO+Fe2O3+SiO2+MgO+BaO+Na2O+CuO+K2O,0.45454545454545453,0,
铅钡,Ward,4,819,0.41613143442241457,PbO+Fe2O3+SiO2+MgO+BaO+Na2O+CuO+K2O,0.45454545454545453,0,
铅钡,Ward,5,819,0.2582105480583861,PbO+Fe2O3+SiO2+MgO+BaO+Na2O+CuO+K2O,0.45454545454545453,0,
铅钡,Ward,6,819,0.2610794798799723,PbO+Fe2O3+SiO2+MgO+BaO+Na2O+CuO+K2O,0.45454545454545453,0,
铅钡,Ward,2,820,1.0,Al2O3+PbO+K2O+CuO+SO2+SiO2+MgO,0.36363636363636365,0,
铅钡,Ward,3,820,0.50108771497763,Al2O3+PbO+K2O+CuO+SO2+SiO2+MgO,0.36363636363636365,0,
铅钡,Ward,4,820,0.5360060324242805,Al2O3+PbO+K2O+CuO+SO2+SiO2+MgO,0.36363636363636365,0,
铅钡,Ward,5,820,0.3509562339095256,Al2O3+PbO+K2O+CuO+SO2+SiO2+MgO,0.36363636363636365,0,
铅钡,Ward,6,820,0.30284466432187995,Al2O3+PbO+K2O+CuO+SO2+SiO2+MgO,0.36363636363636365,0,
铅钡,Ward,2,821,0.18414322250639387,PbO+BaO+Al2O3+Na2O+SiO2+SO2+P2O5+MgO+K2O,0.3076923076923077,0,
铅钡,Ward,3,821,0.25367316129306616,PbO+BaO+Al2O3+Na2O+SiO2+SO2+P2O5+MgO+K2O,0.3076923076923077,0,
铅钡,Ward,4,821,0.32972295573557714,PbO+BaO+Al2O3+Na2O+SiO2+SO2+P2O5+MgO+K2O,0.3076923076923077,0,
铅钡,Ward,5,821,0.4016433955269986,PbO+BaO+Al2O3+Na2O+SiO2+SO2+P2O5+MgO+K2O,0.3076923076923077,0,
